rank_univariate_f1,feature,group,mi,f_stat,p_value,pearson_corr,univariate_f1
703,"ud__NOUN(*, ADJ/amod, ADJ/amod)",enhanced_ud,0.015411,34.0042,5.7066e-09,0.0641,0.362420
704,"ud__PROPN(ADP/case, *, PROPN/flat:name, PROPN/conj)",enhanced_ud,0.007444,39.1948,4.0273e-10,0.0688,0.362420
705,"ud__VERB(NOUN/nsubj, *, NOUN/obl, VERB/advcl, PUNCT/punct)",enhanced_ud,0.014222,29.0103,7.3979e-08,0.0592,0.362420
706,"ud__VERB(AUX/aux, *, NOUN/obj)",enhanced_ud,0.006139,17.9410,2.3033e-05,0.0466,0.362420
707,"ud__NOUN(ADP/case, DET/det, *, PROPN/nmod, PROPN/appos)",enhanced_ud,0.004690,7.1126,7.6692e-03,0.0294,0.362420
708,"ud__VERB(AUX/aux:pass, *)",enhanced_ud,0.000959,0.0000,9.9895e-01,-0.0000,0.362420
709,"ud__VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.010353,14.3505,1.5282e-04,0.0417,0.362420
710,"ud__NOUN(SYM/nmod, NUM/nummod, *)",enhanced_ud,0.015561,10.6692,1.0938e-03,0.0359,0.362420
711,"ud__NOUN(ADP/case, *, ADJ/amod, PROPN/nmod)",enhanced_ud,0.029839,112.2847,4.5507e-26,0.1159,0.362420
712,"ud__VERB(PUNCT/punct, *, NOUN/obj, VERB/conj)",enhanced_ud,0.035420,172.1195,6.2426e-39,0.1430,0.362420
713,sage__documentos_secretos,sage_terms,0.016328,130.7394,4.7515e-30,0.1249,0.362420
714,sage__que_promete,sage_terms,0.033408,242.9554,5.2322e-54,0.1692,0.362420
715,"ud__ADJ(*, VERB/acl)",enhanced_ud,0.005909,9.4461,2.1229e-03,0.0338,0.362420
716,nilc__first_person_possessive_pronouns,nilc,0.022831,39.3865,3.6524e-10,0.0689,0.362420
717,"ud__VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, *, NOUN/obj)",enhanced_ud,0.014253,176.7045,6.5290e-40,0.1448,0.362420
718,"ud__NOUN(ADP/case, ADJ/amod, *, NOUN/nmod)",enhanced_ud,0.028353,30.3645,3.6880e-08,0.0606,0.362420
719,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, NOUN/conj)",enhanced_ud,0.018524,102.3693,6.3531e-24,0.1107,0.362420
720,"ud__ADV(PUNCT/punct, *, NOUN/obl, PUNCT/punct)",enhanced_ud,0.012844,26.8258,2.2791e-07,0.0569,0.362420
721,"ud__CCONJ(*, PUNCT/punct)",enhanced_ud,0.004901,51.3632,8.3382e-13,0.0787,0.362420
722,sage__agora_enfrenta,sage_terms,0.023689,118.7278,1.8474e-27,0.1191,0.362420
723,"ud__PROPN(PUNCT/punct, ADP/case, DET/det, *, PUNCT/punct)",enhanced_ud,0.013700,5.3539,2.0701e-02,0.0255,0.362420
724,"ud__NOUN(ADP/case, *, NOUN/nmod, NOUN/conj)",enhanced_ud,0.006359,9.7161,1.8329e-03,0.0343,0.362420
725,"ud__SYM(ADP/case, NUM/nummod, *)",enhanced_ud,0.008288,21.5200,3.5555e-06,0.0510,0.362420
726,"ud__NOUN(CCONJ/cc, *, PROPN/nmod)",enhanced_ud,0.013719,14.9177,1.1316e-04,0.0425,0.362420
727,"ud__NOUN(DET/det, *, PROPN/nmod, VERB/acl:relcl)",enhanced_ud,0.010877,52.0279,5.9561e-13,0.0792,0.362420
728,"ud__NOUN(ADP/case, DET/det, ADJ/amod, *, ADJ/amod)",enhanced_ud,0.012835,63.2755,2.0356e-15,0.0873,0.362420
729,"ud__VERB(PUNCT/punct, *, ADV/advmod, NOUN/obj)",enhanced_ud,0.012955,202.4080,2.1392e-45,0.1548,0.362420
730,"ud__NOUN(*, ADJ/amod, NOUN/conj)",enhanced_ud,0.009228,134.6349,6.8889e-31,0.1267,0.362420
731,"ud__NOUN(ADP/case, *, ADJ/amod, ADJ/amod)",enhanced_ud,0.025621,134.2630,8.2832e-31,0.1266,0.362420
732,"ud__PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",enhanced_ud,0.020336,226.7677,1.4155e-50,0.1636,0.362420
733,"ud__VERB(NOUN/nsubj, *, ADJ/ccomp, PUNCT/punct)",enhanced_ud,0.015467,59.7562,1.2000e-14,0.0848,0.362420
734,"ud__PROPN(*, VERB/acl:relcl)",enhanced_ud,0.013847,167.9804,4.7988e-38,0.1413,0.362420
735,"ud__VERB(NOUN/nsubj, *, NOUN/ccomp, PUNCT/punct)",enhanced_ud,0.015996,37.2028,1.1126e-09,0.0670,0.362420
736,"ud__NOUN(ADP/case, DET/det, *, NOUN/nmod, NOUN/conj)",enhanced_ud,0.006639,48.5838,3.4085e-12,0.0765,0.362420
737,"ud__ADP(*, NOUN/fixed, ADP/fixed)",enhanced_ud,0.011661,31.3104,2.2693e-08,0.0615,0.362420
738,"ud__NOUN(ADP/case, DET/det, *, NOUN/nmod, VERB/acl:relcl)",enhanced_ud,0.012417,0.0164,8.9811e-01,-0.0014,0.362420
739,"ud__NOUN(DET/det, *, PROPN/nmod, NOUN/appos)",enhanced_ud,0.015122,43.5135,4.4698e-11,0.0724,0.362420
740,"ud__VERB(*, ADV/advmod, NOUN/obj)",enhanced_ud,0.009417,97.5711,6.9586e-23,0.1081,0.362420
741,sage__especialistas_afirmam,sage_terms,0.022332,291.7779,2.5801e-64,0.1848,0.362420
742,nilc__indicative_imperfect_ratio,nilc,0.062627,49.6383,1.9974e-12,0.0773,0.362420
743,nilc__indicative_future_ratio,nilc,0.051598,0.0659,7.9746e-01,0.0028,0.362420
744,nilc__imageabilidade_1_25_ratio,nilc,0.008195,39.2270,3.9616e-10,0.0688,0.362420
745,nilc__adverbs_standard_deviation,nilc,0.127075,2.8698,9.0292e-02,0.0186,0.362420
746,nilc__adjectives_min,nilc,0.019853,51.9070,6.3321e-13,0.0791,0.362420
747,sage__tem_gerado,sage_terms,0.011729,151.8961,1.3444e-34,0.1345,0.362420
748,sage__especialistas_alertam,sage_terms,0.021119,196.8245,3.3108e-44,0.1527,0.362420
749,"ud__NOUN(CCONJ/cc, ADP/case, DET/det, *, ADJ/amod)",enhanced_ud,0.006288,9.2696,2.3372e-03,0.0335,0.362420
750,"ud__VERB(PUNCT/punct, *, VERB/xcomp)",enhanced_ud,0.015231,77.0584,1.9941e-18,0.0962,0.362420
751,"ud__PROPN(PUNCT/punct, *, PROPN/flat:name, PROPN/flat:name, PUNCT/punct)",enhanced_ud,0.016922,23.9546,1.0050e-06,0.0538,0.362420
752,"ud__ADP(*, PRON/fixed, PRON/fixed)",enhanced_ud,0.024319,6.4165,1.1325e-02,0.0279,0.362420
753,"ud__NOUN(DET/det, *, PROPN/nmod, PROPN/nmod)",enhanced_ud,0.023086,3.0230,8.2126e-02,0.0191,0.362420
754,"ud__ADV(PUNCT/punct, *, NOUN/obl)",enhanced_ud,0.017454,24.5597,7.3476e-07,0.0545,0.362420
755,"ud__NOUN(ADP/case, DET/det, *, NOUN/nmod, PROPN/nmod)",enhanced_ud,0.006551,0.5874,4.4346e-01,0.0084,0.362420
756,"ud__VERB(ADP/mark, *, NOUN/obj, VERB/conj)",enhanced_ud,0.011516,70.7249,4.7952e-17,0.0922,0.362420
757,"ud__NOUN(CCONJ/cc, DET/det, *, ADJ/amod)",enhanced_ud,0.022524,87.5971,1.0162e-20,0.1025,0.362420
758,"ud__VERB(NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",enhanced_ud,0.020518,2.4751,1.1570e-01,0.0173,0.362420
759,"ud__NOUN(PUNCT/punct, ADP/case, *, PUNCT/punct)",enhanced_ud,0.013108,6.8916,8.6763e-03,0.0289,0.362420
760,"ud__NOUN(ADJ/amod, *, ADJ/amod)",enhanced_ud,0.001915,52.5130,4.6596e-13,0.0795,0.362420
761,"ud__PRON(ADP/case, *, PUNCT/punct)",enhanced_ud,0.005442,6.0522,1.3910e-02,0.0271,0.362420
762,"ud__NOUN(DET/det, ADJ/amod, *, VERB/acl)",enhanced_ud,0.000000,0.0004,9.8504e-01,0.0002,0.362420
763,"ud__NOUN(ADP/case, DET/det, *, PROPN/nmod, NOUN/conj)",enhanced_ud,0.008201,3.3316,6.7997e-02,0.0201,0.362420
764,"ud__VERB(SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl)",enhanced_ud,0.003267,16.6025,4.6523e-05,0.0448,0.362420
765,"ud__VERB(PUNCT/punct, *, PROPN/obl, PUNCT/punct)",enhanced_ud,0.008357,78.5427,9.4719e-19,0.0971,0.362420
766,"ud__ADV(ADP/case, *, NOUN/obl)",enhanced_ud,0.001588,19.8383,8.5388e-06,0.0490,0.362420
767,"ud__NOUN(ADP/case, DET/det, *, PROPN/nmod, VERB/acl)",enhanced_ud,0.000540,1.7172,1.9008e-01,0.0144,0.362420
768,"ud__NOUN(*, ADJ/amod, VERB/acl)",enhanced_ud,0.025347,146.9012,1.5881e-33,0.1323,0.362420
769,"ud__NOUN(DET/det, *, PROPN/nmod, PROPN/parataxis)",enhanced_ud,0.008368,11.9802,5.4042e-04,0.0381,0.362420
770,"ud__NOUN(DET/det, *, PROPN/nmod, NOUN/conj)",enhanced_ud,0.005031,5.2121,2.2455e-02,0.0251,0.362420
771,"ud__VERB(NOUN/nsubj, *, VERB/advcl, PUNCT/punct)",enhanced_ud,0.009771,26.2049,3.1398e-07,0.0563,0.362420
772,"ud__NOUN(DET/det, *, ADJ/amod, ADJ/amod)",enhanced_ud,0.019686,165.3288,1.7736e-37,0.1402,0.362420
773,"ud__NOUN(ADP/case, *, ADJ/amod, NOUN/conj)",enhanced_ud,0.033575,144.9518,4.1654e-33,0.1314,0.362420
774,"ud__VERB(VERB/ccomp:speech, *, PUNCT/punct)",enhanced_ud,0.011357,26.7491,2.3710e-07,0.0569,0.362420
775,"ud__NOUN(ADP/case, *, VERB/acl:relcl)",enhanced_ud,0.000000,0.4244,5.1476e-01,0.0072,0.362420
776,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, ADJ/amod)",enhanced_ud,0.017411,72.4550,2.0104e-17,0.0933,0.362420
777,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, VERB/acl:relcl)",enhanced_ud,0.009528,58.9796,1.7757e-14,0.0843,0.362420
778,"ud__VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj, VERB/advcl)",enhanced_ud,0.012710,37.0085,1.2286e-09,0.0668,0.362420
779,"ud__NUM(PUNCT/punct, *, NOUN/nmod)",enhanced_ud,0.014561,4.8153,2.8236e-02,0.0242,0.362420
780,"ud__PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.013659,14.1705,1.6813e-04,0.0414,0.362420
781,"ud__NOUN(PUNCT/punct, ADP/case, NUM/nummod, *, PUNCT/punct)",enhanced_ud,0.017001,25.7463,3.9787e-07,0.0558,0.362420
782,"ud__NUM(ADP/case, *, NOUN/nmod)",enhanced_ud,0.005913,6.7602,9.3380e-03,0.0286,0.362420
783,"ud__NOUN(*, ADJ/amod, PROPN/nmod)",enhanced_ud,0.024923,101.0822,1.2071e-23,0.1100,0.362420
784,"ud__PROPN(ADP/case, *, PROPN/conj)",enhanced_ud,0.027430,16.8227,4.1435e-05,0.0451,0.362420
785,"ud__VERB(PROPN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",enhanced_ud,0.028970,113.1594,2.9449e-26,0.1163,0.362420
786,"ud__NOUN(PUNCT/punct, ADP/case, *, NOUN/nmod)",enhanced_ud,0.017589,0.0215,8.8351e-01,0.0016,0.362420
787,"ud__VERB(PUNCT/punct, *, ADJ/ccomp)",enhanced_ud,0.006355,226.7245,1.4457e-50,0.1636,0.362420
788,"ud__NOUN(ADP/case, SYM/nmod, NUM/nummod, *)",enhanced_ud,0.018867,58.1068,2.7585e-14,0.0836,0.362420
789,"ud__VERB(NOUN/nsubj, AUX/aux, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.010354,17.7363,2.5644e-05,0.0463,0.362420
790,"ud__NOUN(DET/det, *, PROPN/nmod, VERB/acl)",enhanced_ud,0.036469,134.1557,8.7354e-31,0.1265,0.362420
791,"ud__NOUN(CCONJ/cc, ADP/case, DET/det, *)",enhanced_ud,0.012569,0.0038,9.5053e-01,0.0007,0.362420
792,"ud__ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *)",enhanced_ud,0.010509,3.1859,7.4312e-02,0.0196,0.362420
793,"ud__VERB(NOUN/obl, PROPN/nsubj, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.000000,6.0785,1.3704e-02,0.0271,0.362420
794,"ud__VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, NOUN/obj)",enhanced_ud,0.020039,179.6479,1.5337e-40,0.1460,0.362420
795,"ud__NOUN(PUNCT/punct, DET/det, *, VERB/acl:relcl)",enhanced_ud,0.009370,70.7583,4.7154e-17,0.0922,0.362420
796,"ud__VERB(NOUN/obl, PROPN/nsubj, *, VERB/ccomp, PUNCT/punct)",enhanced_ud,0.007365,18.3600,1.8494e-05,0.0471,0.362420
797,"ud__ADV(*, VERB/acl)",enhanced_ud,0.007925,0.0396,8.4234e-01,0.0022,0.362420
798,"ud__NOUN(DET/det, *, NOUN/nmod, NOUN/conj)",enhanced_ud,0.025918,150.8293,2.2777e-34,0.1340,0.362420
799,"ud__VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, VERB/ccomp)",enhanced_ud,0.030041,194.7820,9.0230e-44,0.1519,0.362420
800,"ud__ADJ(PUNCT/punct, *, NOUN/obl)",enhanced_ud,0.003380,40.5954,1.9729e-10,0.0700,0.362420
801,"ud__NUM(ADV/advmod, *, NUM/flat)",enhanced_ud,0.008792,2.1212,1.4531e-01,0.0160,0.362420
802,"ud__PROPN(ADP/case, *, PUNCT/punct)",enhanced_ud,0.006542,15.9619,6.5194e-05,0.0439,0.362420
803,"ud__PROPN(*, NOUN/appos)",enhanced_ud,0.007741,10.1428,1.4540e-03,0.0350,0.362420
804,"ud__ADJ(ADV/advmod, ADV/advmod, *)",enhanced_ud,0.014693,124.1021,1.2798e-28,0.1218,0.362420
805,"ud__NOUN(*, NOUN/nmod, NOUN/conj)",enhanced_ud,0.001273,6.8742,8.7607e-03,0.0289,0.362420
806,"ud__NOUN(ADP/case, *, ADJ/amod, VERB/acl:relcl)",enhanced_ud,0.014994,66.0219,5.1059e-16,0.0891,0.362420
807,"ud__VERB(PUNCT/punct, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.017769,56.1214,7.5175e-14,0.0822,0.362420
808,"ud__NOUN(DET/det, *, NOUN/nmod, PROPN/nmod)",enhanced_ud,0.010404,1.6698,1.9632e-01,0.0142,0.362420
809,"ud__VERB(PROPN/nsubj, ADV/advmod, *, NOUN/obj, PUNCT/punct)",enhanced_ud,0.007175,0.1890,6.6373e-01,0.0048,0.362420
810,"ud__VERB(PUNCT/punct, *, NOUN/obj, VERB/advcl)",enhanced_ud,0.005621,24.0718,9.4586e-07,0.0539,0.362420
811,"ud__VERB(SCONJ/mark, PROPN/nsubj, *, VERB/xcomp)",enhanced_ud,0.014205,0.0002,9.8954e-01,-0.0001,0.362420
812,"ud__VERB(PUNCT/punct, *, NOUN/obl:agent)",enhanced_ud,0.018141,30.2395,3.9327e-08,0.0604,0.362420
813,"ud__NOUN(DET/det, *, NOUN/conj, NOUN/nmod)",enhanced_ud,0.008242,50.2890,1.4365e-12,0.0778,0.362420
814,"ud__PROPN(ADP/case, DET/det, *, PUNCT/punct)",enhanced_ud,0.002303,9.6214,1.9298e-03,0.0341,0.362420
815,"ud__NOUN(ADP/case, PUNCT/punct, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.006159,10.3874,1.2737e-03,0.0355,0.362420
816,"ud__PROPN(ADP/case, *, PROPN/flat:name, NOUN/appos)",enhanced_ud,0.018601,1.7989,1.7988e-01,0.0148,0.362420
817,"ud__NOUN(PUNCT/punct, ADP/case, *, ADJ/amod, PUNCT/punct)",enhanced_ud,0.008327,45.1395,1.9566e-11,0.0738,0.362420
818,"ud__PROPN(ADP/case, DET/det, *, PROPN/conj)",enhanced_ud,0.019459,5.1265,2.3589e-02,0.0249,0.362420
819,"ud__ADV(*, NOUN/obl, PUNCT/punct)",enhanced_ud,0.014330,1.1009,2.9409e-01,0.0116,0.362420
820,"ud__VERB(ADP/mark, *, PROPN/obj)",enhanced_ud,0.021855,0.0395,8.4252e-01,0.0022,0.362420
821,"ud__NOUN(ADP/case, DET/det, *, ADJ/amod, VERB/acl)",enhanced_ud,0.020901,82.4828,1.3148e-19,0.0995,0.362420
822,"ud__PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",enhanced_ud,0.021214,170.7993,1.1963e-38,0.1424,0.362420
823,"ud__PROPN(DET/det, *, PROPN/flat:name, PROPN/flat:name)",enhanced_ud,0.024208,7.9058,4.9393e-03,0.0309,0.362420
824,sage__fontes_anonimas,sage_terms,0.000000,0.0000,1.0000e+00,0.0000,0.000000
825,sage__facebook_whatsapp,sage_terms,0.008771,0.0000,1.0000e+00,0.0000,0.000000
826,sage__fontes_nao,sage_terms,0.000000,0.0000,1.0000e+00,0.0000,0.000000
827,sage__revelacao_bombastica,sage_terms,0.000081,0.0000,1.0000e+00,0.0000,0.000000
828,sage__entrevista_bombastica,sage_terms,0.002539,0.0000,1.0000e+00,0.0000,0.000000
829,sage__leia_tambem,sage_terms,0.002849,0.0000,1.0000e+00,0.0000,0.000000
830,sage__alegacoes_de,sage_terms,0.007167,0.0000,1.0000e+00,0.0000,0.000000
831,sage__novas_revelacoes,sage_terms,0.002968,0.0000,1.0000e+00,0.0000,0.000000
832,sage__nao_oficiais,sage_terms,0.005240,0.0000,1.0000e+00,0.0000,0.000000
833,pos__PART,pos_tagger,0.000000,0.0000,1.0000e+00,0.0000,0.000000
834,sage__anonimas_afirmam,sage_terms,0.000000,0.0000,1.0000e+00,0.0000,0.000000
835,sage__video_viral,sage_terms,0.000000,0.0000,1.0000e+00,0.0000,0.000000
836,sage__expectativa_que,sage_terms,0.006881,0.0000,1.0000e+00,0.0000,0.000000
837,sage__novas_evidencias,sage_terms,0.005391,0.0000,1.0000e+00,0.0000,0.000000
838,sage__uma_conspiracao,sage_terms,0.000000,0.0000,1.0000e+00,0.0000,0.000000
839,sage__um_escandalo,sage_terms,0.003559,0.0000,1.0000e+00,0.0000,0.000000
